srno,InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerId,Country,InvoiceTimestamp,UUID
3108,536598,21421,PORCELAIN ROSE LARGE,12,2010-12-02T00:00:00.000-08:00,1.25,"",United Kingdom,2010-12-02T07:48:00.000-08:00,b315842e-a784-4ffa-ad63-fdce852f5788
3109,536598,21422,PORCELAIN ROSE SMALL,16,2010-12-02T00:00:00.000-08:00,0.85,"",United Kingdom,2010-12-02T07:48:00.000-08:00,e972b81a-79e0-4529-9a57-3630f4b99fa1
3110,536598,22178,VICTORIAN GLASS HANGING T-LIGHT,24,2010-12-02T00:00:00.000-08:00,1.25,"",United Kingdom,2010-12-02T07:48:00.000-08:00,8b17c249-8008-4a35-905a-88ede33bacaf
3111,536598,22617,BAKING SET SPACEBOY DESIGN,24,2010-12-02T00:00:00.000-08:00,4.25,"",United Kingdom,2010-12-02T07:48:00.000-08:00,b197f53f-8ef4-481f-9c5c-80a85c5399e1
3112,536599,22968,ROSE COTTAGE KEEPSAKE BOX,8,2010-12-02T00:00:00.000-08:00,8.5,"",United Kingdom,2010-12-02T07:49:00.000-08:00,0a863acf-6589-416e-b61a-f64b489dec8b
3113,536599,22727,ALARM CLOCK BAKELIKE RED,4,2010-12-02T00:00:00.000-08:00,3.75,"",United Kingdom,2010-12-02T07:49:00.000-08:00,4d6a8b8c-7da9-40e8-bdca-3e1000167b6e
3114,536599,22726,ALARM CLOCK BAKELIKE GREEN,12,2010-12-02T00:00:00.000-08:00,3.75,"",United Kingdom,2010-12-02T07:49:00.000-08:00,84d86141-c247-44b6-a672-ad9e6c5d5544
3115,536599,84945,MULTI COLOUR SILVER T-LIGHT HOLDER,36,2010-12-02T00:00:00.000-08:00,0.85,"",United Kingdom,2010-12-02T07:49:00.000-08:00,53151920-34b0-4797-898b-7d55eb9874b9
3116,536599,20749,ASSORTED COLOUR MINI CASES,12,2010-12-02T00:00:00.000-08:00,6.35,"",United Kingdom,2010-12-02T07:49:00.000-08:00,3c158b3d-6c00-49be-ad85-e837dfbe37c1
3117,536599,21056,DOCTOR'S BAG SOFT TOY,8,2010-12-02T00:00:00.000-08:00,8.95,"",United Kingdom,2010-12-02T07:49:00.000-08:00,82f7c657-fd1d-4831-a89a-7d5914edcfab
3118,536600,"",WHITE HANGING HEART T-LIGHT HOLDER,6,2010-12-02T00:00:00.000-08:00,2.55,"",United Kingdom,2010-12-02T08:32:00.000-08:00,033ca905-dde9-4c65-a684-150baa71356f
3119,536600,71053,WHITE METAL LANTERN,6,2010-12-02T00:00:00.000-08:00,3.39,"",United Kingdom,2010-12-02T08:32:00.000-08:00,d0c86e04-769d-44a3-a04a-8a666c010f7c
3120,536600,82483,WOOD 2 DRAWER CABINET WHITE FINISH,4,2010-12-02T00:00:00.000-08:00,4.95,"",United Kingdom,2010-12-02T08:32:00.000-08:00,ffa23a60-822f-45f6-9734-d1cf2f8dc3ed
3121,536600,82486,WOOD S/3 CABINET ANT WHITE FINISH,2,2010-12-02T00:00:00.000-08:00,6.95,"",United Kingdom,2010-12-02T08:32:00.000-08:00,67e30ee4-5655-4168-86b9-ebf07bca0217
3122,536600,82482,WOODEN PICTURE FRAME WHITE FINISH,6,2010-12-02T00:00:00.000-08:00,2.1,"",United Kingdom,2010-12-02T08:32:00.000-08:00,7f4f3260-c627-4b98-beb7-3e3ef6805379
3123,536600,"",WOODEN FRAME ANTIQUE WHITE,6,2010-12-02T00:00:00.000-08:00,2.55,"",United Kingdom,2010-12-02T08:32:00.000-08:00,efb305e5-156a-40ba-8f85-bf996d608104
3124,536600,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,6,2010-12-02T00:00:00.000-08:00,1.65,"",United Kingdom,2010-12-02T08:32:00.000-08:00,33e9bbc4-6216-4de7-b1cf-6bdc514bfdc7
3125,536600,"",KNITTED UNION FLAG HOT WATER BOTTLE,6,2010-12-02T00:00:00.000-08:00,3.39,"",United Kingdom,2010-12-02T08:32:00.000-08:00,5464908a-2704-4278-ac80-3b4034b49d29
3126,536600,"",RED WOOLLY HOTTIE WHITE HEART.,6,2010-12-02T00:00:00.000-08:00,3.39,"",United Kingdom,2010-12-02T08:32:00.000-08:00,7f6cc70b-8398-4575-b903-84a45b2ab0c3
3127,536600,22752,SET 7 BABUSHKA NESTING BOXES,2,2010-12-02T00:00:00.000-08:00,7.65,"",United Kingdom,2010-12-02T08:32:00.000-08:00,6276901b-7b69-4bd3-b62c-541c3f0a2316
