srno,InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerId,Country,InvoiceTimestamp,UUID
3108,536598,21421,PORCELAIN ROSE LARGE,12,2010-12-02T00:00:00.000-08:00,1.25,"",United Kingdom,2010-12-02T07:48:00.000-08:00,5ebeb231-962a-4e5a-9360-5855a2e237d0
3109,536598,21422,PORCELAIN ROSE SMALL,16,2010-12-02T00:00:00.000-08:00,0.85,"",United Kingdom,2010-12-02T07:48:00.000-08:00,c943761c-6756-4fc8-ac74-461a88503d81
3110,536598,22178,VICTORIAN GLASS HANGING T-LIGHT,24,2010-12-02T00:00:00.000-08:00,1.25,"",United Kingdom,2010-12-02T07:48:00.000-08:00,b72825d3-2fca-4af9-bcec-9ace14d1db36
3111,536598,22617,BAKING SET SPACEBOY DESIGN,24,2010-12-02T00:00:00.000-08:00,4.25,"",United Kingdom,2010-12-02T07:48:00.000-08:00,93933033-1738-46e6-9a17-d1ada23a52c3
3112,536599,22968,ROSE COTTAGE KEEPSAKE BOX,8,2010-12-02T00:00:00.000-08:00,8.5,"",United Kingdom,2010-12-02T07:49:00.000-08:00,88f234af-3461-44c0-b80c-1e874aa8fac0
3113,536599,22727,ALARM CLOCK BAKELIKE RED,4,2010-12-02T00:00:00.000-08:00,3.75,"",United Kingdom,2010-12-02T07:49:00.000-08:00,07c369a8-6c0b-455f-9715-d6a584b20369
3114,536599,22726,ALARM CLOCK BAKELIKE GREEN,12,2010-12-02T00:00:00.000-08:00,3.75,"",United Kingdom,2010-12-02T07:49:00.000-08:00,6829e341-df81-4c79-9f46-dc7f08d68ce6
3115,536599,84945,MULTI COLOUR SILVER T-LIGHT HOLDER,36,2010-12-02T00:00:00.000-08:00,0.85,"",United Kingdom,2010-12-02T07:49:00.000-08:00,f5205fee-1a0e-47bd-b525-f99fdc2d12a7
3116,536599,20749,ASSORTED COLOUR MINI CASES,12,2010-12-02T00:00:00.000-08:00,6.35,"",United Kingdom,2010-12-02T07:49:00.000-08:00,6b7777db-38c8-41e6-9733-792347d2f345
3117,536599,21056,DOCTOR'S BAG SOFT TOY,8,2010-12-02T00:00:00.000-08:00,8.95,"",United Kingdom,2010-12-02T07:49:00.000-08:00,a1aaed51-d879-42bb-b854-e5426c1a7c7c
3118,536600,"",WHITE HANGING HEART T-LIGHT HOLDER,6,2010-12-02T00:00:00.000-08:00,2.55,"",United Kingdom,2010-12-02T08:32:00.000-08:00,738d4642-d93d-496a-a242-bf22107ffdab
